gene_id	gene_name	Control_R1	Control_R2	Control_R3	VSOP_R1	VSOP_R2	VSOP_R3
ENSG00000283415.2	AC087280.2	0	2	1	3	0	1
ENSG00000283416.1	MIR1910	0	0	0	0	0	0
ENSG00000283417.1	AC024614.4	1	0	0	0	0	0
ENSG00000283418.1	AC024933.2	0	0	0	0	0	0
ENSG00000283419.1	MIR6874	0	0	0	0	0	0
ENSG00000283420.1	MIR4278	0	0	0	0	0	0
ENSG00000283421.1	AF001550.2	0	0	0	0	0	0
ENSG00000283422.1	LINC02452	0	0	0	0	0	0
ENSG00000283423.1	AC109462.3	0	0	1	0	0	0
ENSG00000283426.1	SMBD1P	0	0	0	0	0	0
ENSG00000283427.1	AC006453.5	0	0	0	0	0	0
ENSG00000283428.1	CCDC195	0	0	0	0	0	0
ENSG00000283429.1	MIR1244-3	0	0	0	0	0	0
ENSG00000283431.1	AC099654.6	0	0	0	0	0	0
ENSG00000283432.1	AC108867.1	0	0	0	0	0	0
ENSG00000283433.1	RNA5SP532	0	0	0	0	0	0
ENSG00000283434.2	CSNKA2IP	0	0	0	0	0	0
ENSG00000283435.1	MIR1321	0	0	0	0	0	0
ENSG00000283436.1	LINC01958	0	0	0	0	0	0
ENSG00000283438.1	AC000029.2	0	0	0	0	0	0
ENSG00000283439.4	SPEM3	0	0	0	0	0	0
ENSG00000283440.1	LINC01260	0	3	0	0	0	1
ENSG00000283441.1	MIR499B	0	0	0	0	0	0
ENSG00000283442.1	AL139128.2	0	0	0	0	0	0
ENSG00000283443.1	AC018688.2	0	0	0	0	0	0
ENSG00000283444.1	GPR141BP	1	7	3	3	1	2
ENSG00000283445.1	AL136985.3	1	0	0	0	3	1
ENSG00000283446.1	Z99571.1	0	0	0	0	0	0
ENSG00000283450.1	MIR486-2	0	0	0	0	0	0
ENSG00000283451.1	AC009950.2	0	0	0	0	0	0
ENSG00000283452.1	AC015819.4	0	0	0	0	0	0
ENSG00000283453.2	AC244258.1	3.211	4.516	0	3.451	0	1.052
ENSG00000283455.1	MIR523	0	0	0	0	0	0
ENSG00000283456.1	MTND1P37	0	0	0	0	0	0
ENSG00000283457.2	AC087565.2	0	0	0	0	0	0
ENSG00000283458.1	AC011139.1	0	0	0	0	0	0
ENSG00000283459.1	AC009804.2	0	0	0	0	0	0
ENSG00000283461.1	MIR550B2	0	0	0	0	0	0
ENSG00000283462.2	AC008505.1	1	1	2	0	0	0
ENSG00000283463.1	HSFX4	0	1	2	1	1	0
ENSG00000283464.1	AC244452.3	0	0	0	0	0	0
ENSG00000283468.1	MIR4454	0	0	0	0	0	0
ENSG00000283469.1	MIR3130-1	0	0	0	0	0	0
ENSG00000283471.1	MIR6863	0	0	0	0	0	0
ENSG00000283473.4	FAM240A	0	0	0	0	0	0
ENSG00000283474.1	MIR6828	0	0	0	0	0	0
ENSG00000283475.1	MIR1244-4	0	0	0	0	0	0
ENSG00000283476.1	MIR1279	0	0	0	0	0	0
ENSG00000283477.1	MIR6079	0	0	0	0	0	0
ENSG00000283479.1	AC002511.3	0	0	0	0	0	0
ENSG00000283480.1	AL512380.2	1	0	0	0	0	1
ENSG00000283481.1	MTND4LP32	0	0	0	0	0	0
ENSG00000283483.1	AC068205.4	4	2.996	2.001	0	6.938	3.001
ENSG00000283484.1	MIR3529	0	0	0	0	0	0
ENSG00000283486.2	FAM95C	1	0	0	1	0	0
ENSG00000283487.1	MIR4501	0	0	0	0	0	0
ENSG00000283489.1	AP000843.2	0	0	0	0	0	0
ENSG00000283490.1	MIR518C	0	0	0	0	0	0
ENSG00000283491.1	AC017104.5	1	0	0	1	1	1
ENSG00000283492.1	MIR7153	0	0	0	0	0	0
ENSG00000283493.1	MIR6086	0	0	0	0	0	0
ENSG00000283496.1	ZNF511-PRAP1	0	0	0	0	0	0
ENSG00000283497.1	MIR3160-2	0	0	0	0	0	0
ENSG00000283498.1	MIR1244-2	0	0	0	0	0	0
ENSG00000283499.1	AC079118.2	0	0	0	0	0	0
ENSG00000283502.1	AC006509.3	0	0	0	0	0	0
ENSG00000283503.2	LINC01902	2	1	2	1	0	1
ENSG00000283504.1	AC006974.1	0	0	0	0	0	0
ENSG00000283505.1	MIR5681B	0	0	0	0	0	0
ENSG00000283506.1	MIR7157	0	0	0	0	0	0
ENSG00000283507.1	MIR1302-1	0	0	0	0	0	0
ENSG00000283509.1	AC083799.2	0	0	0	0	0	0
ENSG00000283511.1	AC137936.2	0	0	0	0	1	0
ENSG00000283513.1	MIR941-3	0	0	0	0	0	0
ENSG00000283514.1	MIR3975	0	0	0	0	0	0
ENSG00000283515.1	AC020915.5	272.922	238.44	192.728	264.037	210.367	205.464
ENSG00000283516.1	LITAFD	0	0	0	0	0	0
ENSG00000283517.1	AC005144.1	0	0	0	0	0	0
ENSG00000283518.1	LINC02775	0	0	0	0	0	0
ENSG00000283519.1	AF111167.3	0	0	0	0	0	0
ENSG00000283522.1	MIR3150A	0	0	0	0	0	0
ENSG00000283523.1	MIR3926-2	0	0	0	0	0	0
ENSG00000283524.2	OR11J7P	0	0	0	0	0	0
ENSG00000283525.1	AC005622.1	13	16	7	24	14	10
ENSG00000283526.1	PRRT1B	0	0	0	0	0	0
ENSG00000283527.1	AL357374.1	0	0	0	0	0	0
ENSG00000283528.2	TCAF2C	0	0	0	0	0	0
ENSG00000283529.1	AL035685.1	0	0	0	1	1	0
ENSG00000283532.1	MIR4317	0	0	0	0	0	0
ENSG00000283534.1	MIR374C	0	0	0	0	0	0
ENSG00000283535.1	AC007064.4	0	0	0	0	0	0
ENSG00000283536.2	AC021072.1	0	0	0	0	0	0
ENSG00000283537.2	AC073264.3	0	0	0	0	15.414	0
ENSG00000283538.3	AC005972.3	0	1	0	2	0	0
ENSG00000283540.1	MIR520F	0	0	0	0	0	0
ENSG00000283541.1	BX005040.4	0	0	0	0	0	0
ENSG00000283542.1	OASL2P	0	0	0	0	0	0
ENSG00000283544.1	ABBA01000935.2	0	0	0	0	0	0
ENSG00000283545.1	AC079950.2	0	0	0	0	0	0
ENSG00000283546.1	BX088723.1	0	0	0	0	0	0
ENSG00000283547.1	AC099654.7	0	0	0	0	0	0
ENSG00000283549.1	AC007161.3	88.237	76.174	76.629	87.972	36.771	92.409
ENSG00000283550.1	MIR2054	0	0	0	0	0	0
ENSG00000283551.1	SNORD98	0	0	0	0	0	0
ENSG00000283554.1	LINC02341	1	0	1	0	0	0
ENSG00000283555.1	AC023245.3	0	0	0	0	0	0
ENSG00000283556.1	MIR376B	0	0	0	0	0	0
ENSG00000283558.1	MIR3158-2	0	0	0	0	0	0
ENSG00000283559.2	AC139491.6	0	0	0	0	0	0
ENSG00000283561.1	MIR376A2	0	0	0	0	0	0
ENSG00000283562.1	IGHVIII-44	0	1	1	0	0	0
ENSG00000283563.1	AC098650.1	0	0	0	0	1.064	0
ENSG00000283564.1	AC009075.3	0	0	0	0	0	0
ENSG00000283566.2	AC243725.1	1.021	0	0	0	0	0
ENSG00000283567.1	C19orf85	0	0	0	0	0	0
ENSG00000283568.1	ABBA01031658.1	0	0	0	0	0	0
ENSG00000283569.1	MIR4773-2	0	0	0	0	0	0
ENSG00000283571.1	AC245369.2	0	0	0	0	0	0
ENSG00000283572.1	MIR4251	0	0	0	0	0	0
ENSG00000283573.1	AL157371.2	0	0	0	0	0	0
ENSG00000283575.1	AL358434.1	0	0	0	0	0	0
ENSG00000283576.1	AC100810.6	0	0	0	0	0	0
ENSG00000283578.1	MTND5P42	0	0	0	0	0	0
ENSG00000283579.1	AL160035.1	0	0	0	0	0	0
ENSG00000283580.3	AC098484.3	121.99	161.894	127.683	126.516	85.122	160.21
ENSG00000283582.1	SULT6B2P	0	0	0	0	0	0
ENSG00000283583.1	AC007326.3	0	0	0	0	0	0
ENSG00000283584.1	AC007222.1	0	0	0	0	0	0
ENSG00000283586.1	GKN3P	0	1	0	0	0	0
ENSG00000283587.1	AC092471.2	0	0	0	0	0	0
ENSG00000283588.1	MIR376A1	0	0	0	0	0	0
ENSG00000283591.1	MIR4430	0	0	0	0	0	0
ENSG00000283592.1	ABBA01031669.1	0	0	0	0	0	0
ENSG00000283594.1	FAM236C	0	0	0	0	0	0
ENSG00000283597.2	FAM169B	1	0	1	0	0	1
ENSG00000283598.1	MIR1295B	0	0	0	0	0	0
ENSG00000283599.2	BX276092.9	0	1	0	2	0	0
ENSG00000283601.1	AP003399.1	0	0	0	0	0	0
ENSG00000283602.1	AC116353.6	33.116	25.75	68.999	17	26.999	63.001
ENSG00000283603.1	MIR4302	0	0	0	0	0	0
ENSG00000283604.1	MIR338	0	0	0	0	0	0
ENSG00000283605.1	OR4C48P	0	0	0	0	0	0
ENSG00000283607.2	IGHVII-30-21	0	0	0	0	0	0
ENSG00000283608.1	AL031056.2	1	1	1	1	0	1
ENSG00000283609.1	MIR4662A	0	0	0	0	0	0
ENSG00000283611.2	TMEM274P	0	0	0	0	0	0
ENSG00000283612.1	MIR103B1	0	0	0	0	0	0
ENSG00000283613.1	AC090897.2	0	0	0	0	0	0
ENSG00000283614.1	MIR7973-2	0	0	0	0	0	0
ENSG00000283615.1	MIR924	0	0	0	0	0	0
ENSG00000283616.1	MIR5683	0	0	0	0	0	0
ENSG00000283618.1	AC007036.4	0	0	0	0	0	0
ENSG00000283621.1	MIR6759	0	0	0	0	0	0
ENSG00000283622.1	MIR4328	0	0	0	0	0	0
ENSG00000283625.1	AC128714.1	0	0	0	0	0	0
ENSG00000283626.1	AC099654.8	0	0	0	0	0	0
ENSG00000283627.1	AL137785.1	0	0	0	0	0	0
ENSG00000283629.1	AC016526.4	0	0	0	0	0	0
ENSG00000283631.1	AL928596.1	0	0	0	0	0	0
ENSG00000283632.2	EXOC3L2	0	0	0	0	0	0
ENSG00000283633.1	AP000547.3	438.95	196.298	404.272	389.237	166.408	394.565
ENSG00000283634.1	MIR3155B	0	0	0	0	0	0
ENSG00000283635.1	AC012485.3	0	1	1	2	2	4
ENSG00000283636.1	AC074367.2	0	0	0	0	0	0
ENSG00000283637.1	MIR4776-2	0	0	0	0	0	0
ENSG00000283638.2	AC002407.2	0	0	0	0	0	0
ENSG00000283639.1	MIR9500	0	0	0	0	0	0
ENSG00000283644.1	ETDC	0	0	0	0	0	0
ENSG00000283645.1	MIR5583-2	0	0	0	0	0	0
ENSG00000283646.2	LINC02009	0	9	0	3	7	1
ENSG00000283647.1	AL512643.1	0	0	0	0	0	0
ENSG00000283648.1	AC006974.2	0	0	1	0	0	0
ENSG00000283653.1	AC091948.2	0	0	0	0	0	0
ENSG00000283654.3	LMLN2	3	3	1	3	0	2
ENSG00000283656.1	MIR4483	0	0	0	0	0	0
ENSG00000283657.1	AC074101.1	0	0	0	0	0	0
ENSG00000283659.1	AC006453.6	0	0	0	0	0	0
ENSG00000283662.1	AC138904.3	0	0	0	0	0	0
ENSG00000283663.1	AC008687.8	0	0	0	0	0	0
ENSG00000283664.1	MIR4679-1	0	0	0	0	0	0
ENSG00000283665.1	MIR3974	0	0	0	0	0	0
ENSG00000283666.1	AC093608.1	0	0	0	0	0	0
ENSG00000283667.1	AC009802.1	2	4	3	4	6	5
ENSG00000283669.1	AC112487.2	2	0	0	0	0	0
ENSG00000283672.1	MIR4678	0	0	0	0	0	0
ENSG00000283673.1	MIR4531	0	0	0	0	0	0
ENSG00000283674.3	AC068587.4	292.957	354.262	235.197	283.237	254.445	188.753
ENSG00000283675.1	AC004448.4	0	0	0	0	0	0
ENSG00000283676.1	MIR5087	0	0	0	0	0	0
ENSG00000283677.1	MIR3913-2	0	0	0	0	0	0
ENSG00000283678.1	MIR6830	0	0	0	0	0	0
ENSG00000283679.1	AC025278.4	0	0	0	0	0	0
ENSG00000283680.2	AC134980.1	0	0	0	0	0	0
ENSG00000283682.1	MIR548AH	0	0	0	0	0	0
ENSG00000283683.1	MYOCOS	1	1	0	0	1	0
ENSG00000283684.1	AC013268.5	0	0	0	0	0	0
ENSG00000283685.1	MIR522	0	0	0	0	0	0
ENSG00000283686.2	AC083841.4	0	0	0	0	0	0
ENSG00000283688.1	MIR6715B	0	0	0	0	0	0
ENSG00000283689.1	AC018553.2	0	0	0	0	1	0
ENSG00000283690.1	MIR3116-2	0	0	0	0	0	0
ENSG00000283691.1	AP003392.14	0	0	0	0	0	0
ENSG00000283692.2	Z96074.1	1	1	0	0	0	0
ENSG00000283694.1	MIR3202-2	0	0	0	0	0	0
ENSG00000283695.1	AC010487.2	0	0	0	0	0	0
ENSG00000283696.1	AL592295.4	28	32	22	29	22	40
ENSG00000283697.2	HSFX3	0	0	0	0	0	0
ENSG00000283698.1	VINAC1P	2	0	0	1	0	1
ENSG00000283699.1	MIR4481	0	0	0	0	0	0
ENSG00000283701.1	MIR555	0	1	0	1	0	0
ENSG00000283703.2	VSIG10L2	0	0	0	0	0	0
ENSG00000283704.1	AP003392.15	0	0	0	0	0	0
ENSG00000283705.1	MIR92A1	0	0	0	0	0	0
ENSG00000283706.2	PRSS50	0	0	0	0	0	0
ENSG00000283709.1	FAM238C	2	10.001	4	1	3	0
ENSG00000283710.1	MIR1204	0	0	0	0	0	0
ENSG00000283712.1	MIR6727	0	0	0	0	0	0
ENSG00000283717.1	MIR6831	0	0	0	0	0	0
ENSG00000283721.1	MIR6884	0	0	0	0	0	0
ENSG00000283724.1	MIR6732	0	0	0	0	0	0
ENSG00000283726.1	MIR5193	3	3	1	4	1	1
ENSG00000283728.1	MIR7108	0	0	0	0	0	0
ENSG00000283733.1	MIR146A	0	0	0	0	0	0
ENSG00000283734.1	MIR4785	0	0	0	0	0	0
ENSG00000283736.1	MIR484	0	0	0	0	0	0
ENSG00000283737.1	AL023875.1	1	0	0	1	0	1
ENSG00000283740.1	TAF11L11	2	1	0	2	0	0
ENSG00000283743.2	Z84466.1	33.916	62.126	9.005	5.714	48.662	51.211
ENSG00000283744.1	MIR6755	0	0	0	0	0	0
ENSG00000283745.1	MIR196B	0	0	0	0	0	0
ENSG00000283749.1	MIR4781	0	0	0	0	0	0
ENSG00000283751.1	MIR452	0	0	0	0	0	0
ENSG00000283752.1	AC241585.3	0	0	0	0	0	0
ENSG00000283755.2	CPHXL	0	0	0	0	0	0
ENSG00000283757.1	AL031686.1	0	0	0	1	0	0
ENSG00000283758.2	PMIS2	0	0	0	0	0	0
ENSG00000283759.1	MIR614	0	0	0	0	0	0
ENSG00000283761.1	AC118553.2	220.482	538.874	335.154	272.744	454.586	473.6
ENSG00000283762.1	MIR20A	0	0	0	0	0	0
ENSG00000283764.1	MIR6850	0	0	0	0	0	0
ENSG00000283765.1	AC131160.1	13.691	0	59.742	34.099	54.342	29.672
ENSG00000283766.1	AC141930.2	0	0	0	0	0	0
ENSG00000283768.1	MIR1178	0	0	0	0	0	0
ENSG00000283769.1	CR392000.2	0	0	0	0	0	0
ENSG00000283770.1	MIR6849	0	0	0	0	0	0
ENSG00000283772.1	MIR6778	0	0	0	0	0	0
ENSG00000283773.1	AL137798.3	0	0	0	0	0	0
ENSG00000283774.1	MIR632	0	0	0	0	0	0
ENSG00000283775.1	MIR4329	0	0	0	0	0	0
ENSG00000283776.1	TAF11L13	0	0	0	0	0	0
ENSG00000283782.2	AC116366.3	505.688	563.056	683.578	466.663	484.876	445.929
ENSG00000283783.1	MIR622	0	0	0	0	0	0
ENSG00000283785.1	MIR15A	0	0	0	0	0	0
ENSG00000283787.1	PRR33	4	18	7	8	11	9
ENSG00000283788.1	MIR936	0	0	0	0	0	0
ENSG00000283789.1	MIR7846	0	0	0	0	0	0
ENSG00000283791.1	MIR612	0	0	0	0	0	0
ENSG00000283792.1	MIR4453	0	0	0	0	0	0
ENSG00000283793.1	MIR6861	0	0	0	0	0	0
ENSG00000283795.1	MIR4426	0	0	0	0	0	0
ENSG00000283796.1	MIR6510	0	0	0	0	0	0
ENSG00000283797.1	MIR29B1	0	0	0	0	0	0
ENSG00000283798.1	MIR630	0	0	0	0	0	0
ENSG00000283799.1	MIR1182	0	0	0	0	0	0
ENSG00000283801.1	MIR1302-11	0	0	0	0	0	0
ENSG00000283803.1	MIR3198-2	0	0	0	0	0	0
ENSG00000283805.1	MIR636	0	0	2	0	0	0
ENSG00000283809.1	AC007326.4	0	0	0	0	0	0
ENSG00000283813.1	MIR4485	0	0	0	0	0	0
ENSG00000283815.1	MIR18A	0	0	0	0	0	0
ENSG00000283818.1	MIR7844	0	0	0	0	0	0
ENSG00000283819.1	MIR144	0	0	0	0	0	0
ENSG00000283821.1	MIR6875	0	0	0	0	0	0
ENSG00000283822.1	MIR639	1	0	0	0	0	0
ENSG00000283824.1	MIR22	0	0	0	0	0	0
ENSG00000283828.1	AL137002.2	6	3	2	4	7	3
ENSG00000283829.1	MIR378I	0	0	0	0	0	0
ENSG00000283836.1	MIR6734	0	0	0	0	0	0
ENSG00000283839.1	AC096667.1	332	248	369	363	211	430
ENSG00000283840.1	MIR6764	0	0	0	0	0	0
ENSG00000283842.1	MIR4751	0	0	0	0	0	0
ENSG00000283844.1	MIR214	0	0	0	0	0	0
ENSG00000283845.1	MIR4721	0	0	0	1	0	0
ENSG00000283848.1	MIR6872	0	0	0	0	0	0
ENSG00000283849.1	AC092053.3	7	3	7	9	6	2
ENSG00000283853.1	MIR4738	0	0	0	0	0	0
ENSG00000283856.1	MIR7703	0	0	0	0	0	0
ENSG00000283857.1	MIR1247	0	0	0	0	0	0
ENSG00000283858.1	MIR3674	0	0	0	0	0	0
ENSG00000283863.1	MIR3960	0	0	0	0	0	0
ENSG00000283865.1	MTND3P18	0	0	0	0	0	0
ENSG00000283867.1	MIR1307	0	0	11.595	0	0	0
ENSG00000283871.1	MIR130B	0	0	0	0	0	0
ENSG00000283873.1	SSU72P4	0	0	0	0	0.5	0
ENSG00000283874.1	MIR3911	0	1	0	0	0	0
ENSG00000283876.1	MIR4260	0	0	0	0	0	0
ENSG00000283877.1	AC104304.2	0	0	0	0	0	0
ENSG00000283879.1	AC132825.5	0	0	0	0	0	0
ENSG00000283880.1	MIR7704	0	0	0	0	0	0
ENSG00000283881.1	MIR3916	0	0	0	0	0	0
ENSG00000283885.1	MIR3714	0	0	0	0	0	0
ENSG00000283886.3	BX664615.2	11.246	0	0	0	18.694	0
ENSG00000283888.1	MIR1469	0	0	0	0	0	0
ENSG00000283891.1	MIR628	0	0	0	0	0	0
ENSG00000283894.1	MIR1324	0	0	0	0	0	0
ENSG00000283897.2	AC011416.3	5	5	2	2	3	1
ENSG00000283899.1	MIR761	0	0	0	0	0	0
ENSG00000283900.1	TPTEP2-CSNK1E	0	15.369	5.189	0	0	0
ENSG00000283904.1	MIR155	0	0	0	0	0	0
ENSG00000283906.1	IGHV4-80	0	0	0	0	0	0
ENSG00000283907.1	AD000090.1	4	8	5	9	1	3
ENSG00000283913.1	AL512662.2	2	0	2	0	0	0
ENSG00000283914.1	AC087645.4	0	0	0	0	0	0
ENSG00000283920.1	MIR6743	0	0	0	0	0	0
ENSG00000283921.1	MIR1302-9	0	0	0	0	0	0
ENSG00000283923.1	MIR6132	0	0	0	0	0	0
ENSG00000283926.1	MIR192	0	0	0	0	0	0
ENSG00000283927.1	MIR133A1	0	0	0	0	0	0
ENSG00000283928.1	MIR637	0	0	0	0	0	0
ENSG00000283929.1	MIR5010	8	6	5	8	7	5
ENSG00000283930.1	AL117339.5	55.094	91.849	88.099	73.398	90.607	106.654
ENSG00000283931.1	MIR18B	0	0	0	0	0	0
ENSG00000283933.1	MIR6878	0	0	0	0	0	0
ENSG00000283935.1	MIR423	0	0	0	0	0	0
ENSG00000283936.1	MIR3658	0	0	0	0	0	0
ENSG00000283938.1	MIR3917	0	0	0	0	0	0
ENSG00000283940.1	AC068137.3	0	0	0	0	0	0
ENSG00000283941.1	MIR600	0	1.9	0	0	0	0
ENSG00000283944.1	MIR4709	0	0	0	0	0	0
ENSG00000283945.1	LINC00032	4	16	7	8	13.001	8
ENSG00000283948.1	IGHVIII-16-1	0	0	0	0	0	0
ENSG00000283950.1	MIR6791	0	0	0	0	0	0
ENSG00000283952.1	AC092017.3	0	0	0	0	0	0
ENSG00000283956.1	MIR3610	0	0	0	0	0	0
ENSG00000283958.1	MIR1248	0	0	0	0	0	0
ENSG00000283959.1	AP002851.1	8	12	5	4	11	4
ENSG00000283967.1	TAF11L8	0	0	0	0	0	0
ENSG00000283969.1	MIR6838	0	0	0	0	0	0
ENSG00000283971.1	MIR4442	0	0	0	0	0	0
ENSG00000283972.1	AP000550.4	0	0	0	0	0	0
ENSG00000283973.2	AC099795.1	0	0	0	0	0	0
ENSG00000283977.1	AC084337.2	0	15.963	0	1.74	4.745	2.151
ENSG00000283978.1	MIR365B	0	0	0	0	0	0
ENSG00000283980.1	GNG14	0	0	0	0	0	0
ENSG00000283982.1	AL445623.2	0	0	0	0	0	0
ENSG00000283988.1	TAF11L9	0	0	0	0	0	0
ENSG00000283990.1	MIRLET7A3	0	0	0	0	0	0
ENSG00000283991.1	AC017000.1	0	0	0	0	0	0
ENSG00000283992.2	SLURP2	0	0	0	0	0	0
ENSG00000283994.1	AC092652.2	0	1	1	0	1	1
ENSG00000283998.1	MIR492	0	0	0	0	0	0
ENSG00000283999.1	AL358215.3	0	0	0	0	0	0
ENSG00000284000.1	MIR4458	0	0	0	0	0	0
ENSG00000284003.1	AC073869.6	0	0	0	0	0	0
ENSG00000284005.1	MIR6084	0	0	0	0	0	0
ENSG00000284008.1	MIR6511B1	0	0	0	0	0	0
ENSG00000284010.1	MIR675	0	0	0	0	0	0
ENSG00000284011.1	MIR6502	0	0	0	0	0	0
ENSG00000284012.1	MIR6840	0	0	0	0	0	0
ENSG00000284015.1	MIR1281	0	0	0	0	0	0
ENSG00000284018.1	SSU72P5	0	0	0	0	0	0
ENSG00000284020.1	MIR4697	0	0	0	0	0	0
ENSG00000284024.2	HSPA14	1001.22	1040.94	1013.132	1007.848	934.676	1050.176
ENSG00000284027.1	MIR497	0	0	0	0	0	0
ENSG00000284028.1	MIR4468	0	0	0	0	0	0
ENSG00000284029.1	MIR6805	0	0	0	0	0	0
ENSG00000284031.1	MIR4761	0	0	0	0	0	0
ENSG00000284032.1	MIR29A	0	0	0	0	0	0
ENSG00000284034.1	MIR5196	0	0	0	0	1	0
ENSG00000284035.1	MIR5187	0	0	0	0	0	0
ENSG00000284038.1	MIR10A	0	0	0	0	0	0
ENSG00000284040.1	MIR296	0	0	0	0	0	0
ENSG00000284042.1	TAF11L6	0	0	0	0	0	0
ENSG00000284043.1	MIR20B	0	0	0	0	0	0
ENSG00000284047.1	MIR6836	0	0	0	0	0	0
ENSG00000284048.2	AC073111.3	33.749	0	0	57.08	53.291	0
ENSG00000284049.1	MIR650	0	0	0	0	0	0
ENSG00000284052.1	AC006460.2	41	32	35	34	49	32
ENSG00000284054.1	MIR7112	0	0	0	0	0	0
ENSG00000284055.1	MIR4315-1	0	0	0	0	0	0
ENSG00000284057.1	AP001273.2	229.627	210.956	96.105	406.726	48.271	75.093
ENSG00000284059.1	MIR5572	0	0	0	0	0	0
ENSG00000284060.1	AC002472.2	0	3	0	0	0	0
ENSG00000284062.1	MIR4469	0	0	0	0	0	0
ENSG00000284064.1	MIR6834	0	0	0	0	0	0
ENSG00000284065.1	MIR6887	0	0	0	0	0	0
ENSG00000284067.1	MIR6837	0	0	0	0	0	0
ENSG00000284070.1	AP000356.2	3.754	2.365	4.697	2.223	0	1.152
ENSG00000284071.1	AC012005.2	0	0	0	0	0	0
ENSG00000284074.1	MIR4758	0	0	0	0	0	0
ENSG00000284078.1	SNORD138	0	0	0	0	0	0
ENSG00000284079.1	MIR4775	0	0	0	0	0	0
ENSG00000284081.1	MIR1199	0	0	0	0	0	0
ENSG00000284082.1	MIR7109	0	0	0	0	0	0
ENSG00000284084.1	AOX3P-AOX2P	0	0	0	0	0	0
ENSG00000284085.1	MIR4732	0	0	0	0	0	0
ENSG00000284087.1	MIR6844	0	0	0	0	0	0
ENSG00000284092.1	MIR5703	0	0	0	0	0	0
ENSG00000284094.1	MIR6073	0	0	0	0	0	0
ENSG00000284095.1	AC055733.5	1	0	4	4	2	1
ENSG00000284098.1	AC099654.9	0	0	0	0	0	0
ENSG00000284107.1	MIR19B2	0	0	0	0	0	0
ENSG00000284108.1	MIR611	0	0	0	0	0	0
ENSG00000284112.1	MIR195	0	0	0	0	0	0
ENSG00000284114.1	MIR6800	0	0	0	0	0	0
ENSG00000284116.1	AL772307.1	29.991	20.031	21.727	21.689	17.036	28.56
ENSG00000284117.1	MIR6883	0	0	0	0	0	1
ENSG00000284118.1	MIR4707	0	0	1.876	0	1.862	1.868
ENSG00000284121.1	MIR198	0	0	0	0	0	0
ENSG00000284122.1	MIR6717	0	0	0	0	0	0
ENSG00000284125.1	MIR1825	0	0	0	0	0	0
ENSG00000284128.1	AP000356.3	16.845	3.375	14.479	40.361	7.247	15.218
ENSG00000284129.1	MIR6789	0	0	0	0	0	0
ENSG00000284130.1	AC002472.3	0	0	0	0	0	0
ENSG00000284134.1	MIR568	0	0	0	0	0	0
ENSG00000284135.1	MIR3654	0	0	0	0	0	0
ENSG00000284138.1	ATP6V0CP4	0	0	0	0	1	0
ENSG00000284139.1	MIR1234	0	0	0	0	0	0
ENSG00000284140.1	MIR3618	0	0	0	0	0	0
ENSG00000284142.1	MIR6845	0	0	0	0	0	0
ENSG00000284143.1	MIR4700	0	0	0	0	0	0
ENSG00000284144.1	MIR6866	0	0	0	0	0	0
ENSG00000284146.1	MIR922	0	0	0	0	0	0
ENSG00000284147.1	MIR3150B	0	0	0	0	0	0
ENSG00000284148.1	MIR6756	0	0	0	0	0	0
ENSG00000284149.1	MIR4784	0	0	0	0	0	0
ENSG00000284152.1	MIR6758	0	0	0	0	0	0
ENSG00000284154.1	MIR3605	0	1	0	0	0	1
ENSG00000284155.1	MIR194-2	0	0	0	0	0	0
ENSG00000284157.1	MIR106A	0	0	0	0	0	0
ENSG00000284158.1	MIR6822	0	0	0	0	0	0
ENSG00000284159.1	MIR3940	0	0	0	0	0	0
ENSG00000284160.1	MIR7706	0	0	0	0	0	0
ENSG00000284162.1	MIR4523	0	0	0	0	0	0
ENSG00000284163.1	MIR3620	0	0	0	0	0	0
ENSG00000284167.1	AC013437.2	0	0	0	0	0	0
ENSG00000284171.1	AC068137.4	0	0	0	0	0	0
ENSG00000284172.1	MIR4315-2	0	0	0	0	0	0
ENSG00000284173.1	MIR6513	0	0	0	0	0	0
ENSG00000284175.1	MIR4763	0	0	0	0	0	0
ENSG00000284176.1	MIR5090	0	0	0	0	0	0
ENSG00000284179.1	MIR7-1	0	0	0	0	0	0
ENSG00000284180.1	MIR3606	0	0	0	0	0	0
ENSG00000284182.1	MIR143	0	0	0	0	0	0
ENSG00000284184.1	MIR6506	0	0	0	0	0	0
ENSG00000284185.1	MIR219A2	0	0	0	0	0	0
ENSG00000284186.1	MIR3615	0	0	0	0	0	0
ENSG00000284188.2	AL451007.3	0	0	0	0	0	0
ENSG00000284190.1	MIR21	0	0	0	0	0	0
ENSG00000284191.1	MIR671	0	0	0	0	0	0
ENSG00000284193.1	MIR1257	0	0	0	0	0	0
ENSG00000284194.2	SCO2	2055.315	1378.157	1598.229	2234.178	1322.318	1785.188
ENSG00000284195.1	MIR6852	0	0	0	0	0	0
ENSG00000284196.3	AL158064.1	0	0	1	0	0	0
ENSG00000284197.1	MIR658	1	1	1	1	0	1
ENSG00000284200.1	MIR6847	0	0	0	0	0	0
ENSG00000284202.1	MIR137	0	0	0	0	0	0
ENSG00000284203.1	MIR29B2	0	0	0	0	0	0
ENSG00000284204.1	MIR19A	0	0	0	0	0	0
ENSG00000284209.2	FP325313.1	0	0	0	0	0	0
ENSG00000284214.1	MIR29C	0	0	0	0	2.817	0
ENSG00000284216.1	MIR1909	0	0	0	0	0	0
